conteudo,id_str,alegria,amor,medo,raiva,tristeza,ironia,nulo
achei bem íconico!!! #TodosPelaEducação,1128829259181637632,1,0,0,0,0,1,1
"@cynaramenezes Charlatões de alta periculosidade com trânsito livre. 👀

#Tsunami13A 
#Dia13ERua",1159850670603812865,0,0,0,1,0,0,0
"Rio de Janeiro agora 
#TsunamiDaEducação 
#15M 
#LulaLivreQuartaSDV 
#NaRuaPelaEducação https://t.co/HXZch3mVHl",1128790489333993472,0,0,1,0,0,0,0
VEM PRO PROTESTO AQUI NA ANA COSTA EM SANTOS #15M #NaRuaPelaEducação #TodosPelaEducação,1128798050443571200,1,0,0,0,0,0,0
#Tsunami13A https://t.co/ePmjBliGDb,1160972360553570304,0,0,0,0,0,0,1
"Bora lá galera, pq eu quero dar orgulho a minha família #TsunamiDaEducação",1128442575852068864,1,1,0,0,0,0,0
E essa #Marolinha30M virou alguma coisa? Já soltaram o corrupto lula?,1134236555860750336,0,0,0,1,0,0,0
#Dia30MeuFIlhoNaoVai https://t.co/Ue8TthEMQK,1133857806292062208,0,0,0,1,0,0,0
"@maepatriota @jairbolsonaro Copa do mundo?
Não, foi so o gigante que acordou!👏🏽👏🏽 

""Verás que um filho seu não foge a luta...""

#BrasilNasRuas",1132978697261191168,1,0,0,0,0,1,0
"#Thread com fotos das manifestações do #30MpelaEducacao, mande as suas! #30M #Brasilpelaeducacao #30MVaiSerMaior https://t.co/9w9YYhtFv5",1134256617938137088,0,0,0,0,0,0,1
#BrasilNasRuas . https://t.co/vjEYJUcODc,1132994703350218752,0,0,1,0,0,0,2
"São Paulo, Av Paulista, 15.5.2019

#15M #TodosPelaEducação #TsunamidaEducação #NaRuaPelaEducação https://t.co/sPlkdJBeK3",1128840267493191681,0,0,0,0,0,0,1
@samiabomfim #Marolinha30M,1134227443815002112,0,0,0,0,0,0,1
#TsunamiDaEducação Esse recuo nos cortes das verbas que foi  anunciado É FAKE pra desestruturarar a movimentação de amanhã. Não caiam nessa!!! AMANHÃ VAMOS AS  RUAS PELA EDUCAÇÃO E PELO FUTURO DO ESTUDIANTES!!!!,1128446688425857025,0,0,0,1,0,0,0
#BrasilNasRuas https://t.co/dWNC5358HT,1132977514782105600,0,0,0,0,0,0,1
"@lovelifebegood Eu também!!! Kkkkkk
#BrasilNasRuas",1132788598774947840,1,0,0,0,0,0,0
#Dia30MeuFilhoNaoVai https://t.co/QQJUxSEuWN,1133883643896766464,0,0,0,0,0,0,1
"Rio, meu lindo, começo a te reconhecer!
#NaRuaPelaEducação 
#TsunamiDaEducacao 
#todospelaeducação 
#LevanteDosLivros 
#15M https://t.co/KFO99UXIml",1128771628849082368,0,0,0,0,0,0,1
"Esses caras NÃO GOSTAM  DO BRASIL! Queimaram uma camisa canarinho!!
#Dia30EuVouTrabalhar https://t.co/cB3aLTfWcP",1134220707498516482,0,0,0,1,0,0,0
"@roxmo É por isso que a cada dia a #globolixo está afundando cada vez mais...
E é por isso que eu apoio nosso presidente #bolsonaro mais e mais, pq esse desespero da emissora e dos esquerdistas só mostram que nosso presidente está no caminho certo...
#BrasilNasRuas",1133032997790343176,0,0,0,2,0,0,0
"Trabalhadores da iniciativa privada vinculados ao RGPS, e servidores vinculados ao RPPS vão sofrer com as novas regras que dificultam o acesso e reduzem o valor dos benefícios #Tsunami13Agosto #Dia13ÉRua #13A #13deAgosto https://t.co/YphcHVfhMK",1161355990958333952,0,0,0,1,0,1,0
"@macunaimaz Uma turma que não gosta de trabalhar mesmo e sim infernizar a vida do verdadeiro contribuinte. Só fazem essas palhaças durante a semana!
#Dia30EuVouTrabalhar",1134191449346596864,0,0,0,1,0,0,0
"#TsunamiDaEducação 
#NaRuaPelaEducação https://t.co/88B3yd4nU9",1128750293087289345,0,0,0,0,0,0,1
#BrasilNasRuas Avisem o @CongressoN @SenadoFederal @STF_oficial @ptbrasil @psol50 dentre outros que eles Perderam no 3°Turno 26/05/19 @EuSouMBC @conexaopolitica @RenovaMidia @OdeCarvalho @Biakicis @jairbolsonaro @CarlaZambelli17,1132871029045497856,0,0,0,0,0,1,0
"Mas não era Contingenciamento? 
A verdade sempre aparece, Canalha. 
#Impeachementbolsonaro 
#30M 
#RenunciaBolsonaro https://t.co/LomkpaaieK",1129955268282998786,0,0,0,1,0,0,0
"#Dia30MeuFilhoNaoVai 
@jairbolsonaro 
@AbrahamWeint https://t.co/B0gWvaj2Nk",1134259053872472066,0,0,0,0,0,0,1
@senadorhumberto @jairbolsonaro @SF_Moro @AbrahamWeint Só corrigindo. A # correta é #Marolinha30M,1134245495218540547,0,0,0,0,0,1,0
"#BrasilComWeintraub
Essa é a educação no Brasil!
#todospelaeducacao 
#BoicoteJornalNacional https://t.co/n9fbHI5VVu",1128818069567094784,1,0,0,0,0,0,0
"#Dia30EuVouTrabalhar 
#30MpelaEducacao 
Está dando certo galera! Vamos continuar boicotando! https://t.co/LnIJyoYwWL",1134217400080097282,1,0,0,0,0,1,0
"Hoje foi lindo em Maceió/AL
#30MpelaEducacao https://t.co/HaJQAWzPrY",1134229099852042240,1,0,0,0,0,0,0
"#Dia30MeuFilhoNaoVai
Não  vai nao https://t.co/WWvMYymO4Q",1133839692695252998,0,0,0,1,0,0,2
"#TsunamiDaEducação
#TodosPelaEducação 
#NaRuaPelaEducação https://t.co/80Y0QOEkGZ",1128788039185162240,0,0,0,0,0,0,1
@profpaulamarisa #Dia30MeuFilhoNaoVai SÓ OS GADOS DO PT NAS RUAS,1133870702342393856,0,0,0,1,0,0,0
#NaRuaPelaEducação 🙋🏻‍♀️📚📚👊👩🏻‍🎓 https://t.co/vD7hBDxp18,1128742957127958528,0,0,0,0,0,0,1
"Chupa, MBL. 
#BrasilNasRuas
#MBLirrelevante https://t.co/9VNJZthGSn",1132933433141977088,0,0,0,1,0,0,0
tava bonito #30MpelaEducacao https://t.co/SfUINOGc7f,1134231253815832576,1,0,0,1,0,0,0
"Mais uma vez pra galera q é anti bolsonaro: PAREM DE COMPARTILHAR AS TAGS DELES.
Mano qdo ceis vão parar?

#30MpelaEducacao #Tsunami30M #30M #TsunamiDaEducacao #BrasilPelaEducacao",1134251671046053888,0,0,0,0,0,1,0
"#30MpelaEducacao
Em Caruaru(PE) a aula é na rua. 
Ato lotado! 🚩

 #30MPelaEducação
 #BrasilPelaEducação
#LulaLivre https://t.co/ffHhT89QvL",1134095542286503936,1,0,0,0,0,0,1
"Cara, se vocês soubessem o tanto que sinto orgulho de ser UNIFEI 🐰💙 #TodosPelaEducação https://t.co/JuDS3s6yEy",1128821320626708481,1,1,0,0,0,0,0
"Dia 30 vai ser ainda maior! A juventude luta pela educação. 
#tsunamidaeducação em Esquina Democrática https://t.co/Z25CvzGJgi",1130996500979437573,1,0,0,0,0,0,0
A vida como ela foi... Greve Geral 14J #LulaLivre #ContraAReformaDaPrevidência #LutePelaEducaçáo #LutePelaSuaAposentadoria #DesMOROnando #LulaLivreJá https://t.co/T4v9F9TkFt,1140448491673489409,0,0,0,0,0,0,1
"""Eles cortam educação, nós plantamos resistência"" #30M #todospelaeducacao #reformadaprevidencia #Resistencia https://t.co/ly4OOnpvL0",1139645372811399169,0,1,0,0,0,0,0
"A partir dos dados da @Andifes , elaboramos infográfico que traduz os impactos do corte do Governo Federal nas Universidades Federais baianas. 

#dataviz #todospelaeducacao 
#universidade 
#bahia #labcaos https://t.co/Rf7ayPSZY3",1129175122420613124,0,0,0,0,0,0,1
É amanhã!!! #TsunamiDaEducação,1128429828066152449,1,0,0,0,0,0,0
"🇧🇷 NÃO VAMOS DESISTIR DO BRASIL  🇧🇷

E VAMOS JUNTOS COM A EDUCAÇÃO. 

#TodosPelaEducação",1128838559199313925,1,0,0,0,0,0,0
@TRMatheus @AlicePetrucci4 @m_sansilva #Dia30MeuFilhoNaoVai,1133867586184261634,0,0,0,0,0,0,1
"Por muito menos tiramos Collor!!

#BolsonaroIdiotaInutil 
#BolsonaroEnvergonhaOBrasil 
#BolsonaroInimigodaEducacao 
#Balburdia 
#ForaBolsonaro 
#TsunamiDaEducação 
#LulaLivre",1128724089965809665,0,0,0,1,0,0,0
"Mais uma vez, o movimento estudantil do campus de Várzea Grande volta às ruas para protestar contra o corte de 30% no orçamento da UFMT. 

#TsunamiDaEducacao 
#30M
#BolsonaroRespeiteAsUniversidades https://t.co/hPYmwOgTgB",1134257556451418112,1,0,0,0,0,0,0
#Duraplug #13a #IECLock #Nexans #Titanex #HO7RNF https://t.co/fxFoXXAnD3 #Marten #MartenCables #Cables #Custom #CustomCable #CustomCables #CustomCabling #CablesAndMore #Bespoke #AV #AudioVideo #Events #EventProfs… https://t.co/E2P1fcGsKG,1173677348161351680,0,0,0,0,0,0,1
#30MPelaEducação https://t.co/8cthYzb06q,1134224706465406976,0,0,0,0,0,0,2
"@_Fabiteixeira_ @jairbolsonaro 💚💛🇧🇷
#NovaPrevidenciaJa 
#Dia30MeuFilhoNaoVai",1133863610156032003,0,1,0,0,0,0,0
"Curitiba, terra do pavão Moro, mesmo com frio e tempestade lotada para derrubar Bolsonaro e deixar o pavão sem vaguinha no STF e desempregado. #30MpelaEducacao https://t.co/nCZxMQmopi",1134211247661092877,0,0,0,1,0,1,0
"Voltei a ouvir o #jornaldamanha vindo ao trabalho sem comentários neuróticos e absurdos #Dia30MeuFilhoNaoVai 
#Dia30EuVouTrabalhar",1134058620847570945,0,0,0,0,0,0,1
#BrasilNasRuas,1132791869396664321,0,0,0,0,0,0,1
"@sebastianpinera #NosCansamos de ti, es por eso que el #30M se lo comunicaremos a todo el mundo",1132642387736629248,0,0,0,1,0,0,0
#Tsunami13Agosto #Tsunami13A,1161405904966889472,0,0,1,0,0,0,0
HOJE CHOVEU! CHOVEU GENTE CONTRA O BIRULIRO NA PRESIDENTE VARGAS! #todospelaeducacao,1128837524795867137,1,0,0,0,0,2,0
#BrasilNasRuas https://t.co/6KF3jPDnUD,1132779326053785600,0,0,0,0,0,0,2
"@PlinioValerio45 Você estava apostando na perda de validade da MP 870, né?A gente agora enxerga direitinho o q vocês fazem ou pretendem.Seus coleguinhas na @camaradeputados criaram a armadilha.Vocês realmente acreditaram q cairíamos?É ruim, hein?#RecallNao #ParlamentarismoNao #Dia30MeuFilhoNaoVai",1133833298801778688,0,0,0,0,0,0,1
"Mulheres contra Bolsonaro! 
#forabolsonaro #liberdadepralula #TsunamiDaEducacao
#15M #NaRuaPelaEducação #IdiotasUteis https://t.co/98gDD1bywr",1128826601519685639,0,0,0,1,0,0,0
E essa #Marolinha30M kkkkkkkk,1134227493634920448,1,0,0,0,0,1,1
"#TsunamiDaEducacao
Twitter é pra mobilizar! Manifestação se faz na rua!
#Tsunami13A 
#13Agosto
#13AgostoTsunamiEducacao 
#LulaValeALuta https://t.co/AdnLXkwgSF",1161062088317575169,1,0,0,0,0,0,0
"A partir das 13h, participe da paralisação contra os cortes e ataques a educação. Contra a retirada de direitos dos trabalhadores com a reforma da previdência. Contra as medidas ilegais do governo que estão degradando nosso meio ambiente e nossa Amazônia.

#13A #TsunamiEducacao",1160612307933810688,0,0,0,0,0,0,1
Fui na Minha primeira manifestação ontem #15M e foi incrível  #TodosPelaEducacao  📚,1129098320834682881,0,0,0,0,0,1,0
"Eu fui!!
#BrasilPelaEducacao https://t.co/GawHJ7OT68",1134242140593250304,0,2,0,0,0,0,1
"Unificou! Unificou! Unificou! A juventude junto com o trabalhador! 
#Intersindical
#NãoAReformadaPrevidencia
#TsunamiDaEducação
#15M
#30M https://t.co/e1vJmke4A5",1136021997039865856,1,0,0,0,0,1,0
"A doutrinação nas escolas e nas univs. é a base do gramscismo. O volume de notícias q tenho visto dando destaque p as declarações da “Menina de Harvard”, só demonstra q a esquerda, patrocinada por bilionários, n abrirá mão da sua base ideológica facilmente #Dia30MeuFilhoNaoVai",1134083766530560001,0,0,0,1,0,0,0
@Inaciodantas #Dia30MeuFilhoNaoVai,1133865585283141632,0,0,0,0,0,0,1
#TsunamiDaEducação https://t.co/anqC8cpiXs,1128434812367380482,0,0,1,0,0,0,0
y nuevamente los estudiantes dando la pelea en las calles mientras todos hacemos protestas virtuales. No mas! Ya es hora de salir a la calle. #NosAburrimos #30M,1133189548891090945,0,1,0,0,0,0,0
"#EducacaoNaoeBalburdia 

Ainda não acabou, a luta é contínua!

#NaRuaPelaEducação 
#TodosPelaEducação 
#TsunamiDaEducação",1128825593741627393,0,0,0,0,0,0,1
"Sete em cada dez estudantes de universidades federais são de baixa renda
.
Número de estudantes pretos e pardos triplicou entre 2003 e 2018 e representa hoje 51% do total de graduandos
https://t.co/ZtR6LMstKZ …
#30MpelaEducacao https://t.co/2XfgCmEFwN",1134243790779244552,1,0,0,0,0,0,0
#30MPelaEducacao https://t.co/i5lTukyq8n,1134230040739221505,0,0,0,0,0,0,4
"O Brasil vai vencer. Voltaremos a ser grandes.
#GrandeDia 
#BrasilNasRuas https://t.co/rkRNLZbRqL",1132836879735361537,1,0,0,0,0,0,0
TEM LARANJA NAS RUAS 🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊#brasilsemrumo #BrasilNasRuas 🍊#TchauPauloGuedes #tchautchutchuca #ImpeachmentBolsonaro #NaoAReformaDaPrevidencia #NovaPrevidencia #TsunamiDaEducacao #Dia30VaiSerMaior https://t.co/TT3kWGDzkj,1132626981563097089,0,0,0,0,0,1,0
"""Verás que um filho teu não foge à luta""

#ForaBolsonaro
#ForaWeintraub
#TsunamiDaEducacao 
#NaRuaPelaEducacao 
#LevanteDosLivros 
#15MGreveGeral 
#Curitiba https://t.co/OAvaj8kwLE",1128752274241740800,1,1,0,0,0,0,0
"Isso acontece pela sensação de IMPUNIDADE que o País vive há anos.
Pela bandidolatria promovida pela imprensa imunda.
Acontece porque o exemplo deveria vir de cima e não vem - vide caso BNDS, VALE, PETROLÃO, etc.
@STF_oficial @SenadoFederal @camaradeputados
#Dia30MeuFilhoNaoVai https://t.co/x7MVMeEKYN",1133868064695619587,0,0,0,1,0,0,0
#tiraamaodomeuif #tiramaodaminhafederal #TiraAMaoDaMinhaUniversidade #TiraMãoDaEducação https://t.co/jdvrvBmjsM,1126897245511659521,0,0,0,1,0,0,0
Araras SP  #BrasilNasRuas cidade n102 https://t.co/wkXlKse7g9,1132835545732788226,0,0,0,0,0,0,1
@UOLNoticias É mermo é estagiário? Foi a maior vitória do povo depois das eleições! Chupa mídia da rede de esgotos! #BrasilNasRuas,1132962187968954368,0,0,0,1,0,2,0
@MarinaSilva @Haddad_Fernando Que tal articular algo semelhante com os ex-ministros da Educação? #TiraAMãoDoMeuIF #TiraAMãoDaMinhaUniversidade,1126530213322608641,0,0,0,0,0,1,0
#todospelaeducacao fato @DamaresAlves eu apoio Damares @xuxameneghel que idiotice!!! https://t.co/iBKG5xyPAS,1128843750791364609,0,0,0,1,0,0,0
#TsunamiDaEducação #15M #NaRuaPelaEducação #TodosPelaEducação #ForaBolsonaro https://t.co/mG9BGmTlEf,1128999871732690945,0,0,0,0,0,0,1
"@gleisi #Marolinha30M pela cut, MST",1134245451220365314,0,0,0,0,0,0,1
"@Estadao @EstadaoPolitica Tendi.
Não dá pra acusar o #FestivalLulaLivre 
Do que acusaram o #30M
Todos estão lá por #LulaLivre, mas muito provavelmente seja porque é o #FestivalLulaLivre.
Mesmo que não for, é bom fazer esses esquerdistas parecerem esquisitos.
#FestivalLulaLivre",1135301748573319168,0,0,0,0,0,0,1
"Meu Recife não decepciona...❤️👏🏼👏🏼 
#NaRuaPelaEducação #TsunamiDaEducação #TodosPelaEducação https://t.co/4KGNIxThM0",1128886543534497794,0,1,0,0,0,0,0
"@Francischini_ Mentem e trapaceiam como se não houvesse amanhã!.

#Dia13ERua 
#Tsunami13A",1159979382213136385,0,0,0,0,0,1,0
"@rochamoretti_ Moh doido, moh chuva, mas pessoal foi em peso. Foto de um espelhão que tem em uma das ruas.

#30MpelaEducacao https://t.co/2Cya7X5gmR",1134221148932202496,0,0,0,0,0,1,0
"@samiabomfim Este Celular seu deve ser gigante kkkkKKK kkkkKKK
#Dia30MeuFilhoNaoVai",1133865383436464128,0,0,0,0,0,1,0
"Não mesmo ....
#Dia30MeuFilhoNaoVai https://t.co/GEWnl6HDo9",1133843760037748737,0,0,0,0,0,0,1
#BrasilNasRuas https://t.co/IEYqXnmTde,1132788505829154818,0,0,0,0,0,0,1
#BrasilNasRuas #PatriaAmadaBrasil https://t.co/SdRhKBIV9f,1133132673868812288,1,0,0,0,0,0,0
@pathy_ngy #Dia30MeuFilhoNaoVai #Dia30EuVouTrabalhar #somosTodosbolsonaro,1134091461119660033,0,0,0,0,0,0,1
"#todospelaeducacao
É um sinal de deterioração das verbas  publicas está mais rapido que o esperado.
Cortes na educação basica, na saude ou mesmo na segurança nada acontece, mas quando mexem nas bolsas de estudos de pós graduação...",1128798017539256323,0,0,0,0,0,1,0
#Dia30MeuFilhoNaoVai https://t.co/fUXo9UMIxL,1133884147871682560,0,0,0,0,0,0,1
"Minha filha é pequena, mas se estivesse na idade, não ia de jeito nenhum! #Dia30MeuFilhoNaoVai https://t.co/fx5NGFPPWO",1133868871780372480,0,0,0,2,0,0,0
#Tsunami13A começa com intensa mobilização em todo País. Confira vídeos e imagens https://t.co/WtLI4XLOLq,1161310659650424833,1,1,0,0,0,0,1
#balburdia Vamos lutar e resistir,1126556256272097281,0,0,0,0,0,0,1
#30M  #ForaBolsonaro #ForaBol卐onaro,1129943020948869120,0,0,0,1,0,0,0
Ninguém nos vai calar #NaRuaPelaEducação #30MPelaEducacao https://t.co/1G0TyhUa3d,1134239913979912192,0,0,0,0,0,0,1
@EMallet1 @AndreAndrios Foi a preocupação com a audiência. #BrasilNasRuas,1132977684957548545,0,0,0,0,0,1,0
@Cecillia #30MpelaEducacao #BrasilPelaEducação,1134187397615443970,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai achei q era pra faltar na aula vai tomar no cu,1133862507582509057,1,1,0,0,0,0,0
"Orgulho!
O que dizer sobre esses alunos?
Ainda há esperança!
#30MpelaEducacao 
#Tsunami30M 
#BrasilPelaEducação #TsunamiDaEducacao https://t.co/G17UaRy7ZD",1134226254662647809,1,0,0,0,0,0,0
"Resumo da manifestação: 30 pelegos da CUT, MTST, PSOL, PT e desocupados. DEUS ESTÁ VENDO TUDO! 😝😂😂😂😂😂😂😂#Dia30EuVouTrabalhar",1134202988103385088,1,0,0,0,0,2,0
"Moro há duas quadras da Av Paulista, mas não irei ver a tal manifestação quilométrica puramente a favor da ""educação"" 

#NaRuaPelaEducacao 
#TsunamiDaEducacao",1128744805461311494,0,0,0,0,0,1,0
#BrasilNasRuas https://t.co/XxQfi3obUC,1132968061194125313,0,0,0,0,0,0,1
"#BolsonaroLástimaDoBrasil
#BolsonaroMoroEnvergonhaOBrasil
#BolsonaroPiorNãoHá
#BolsonaroUmaFarsa
#LulaLivreSegundaSDV 
#FoliaLaranja
#FoliaDosCusProlapsados 
#TodosPelaEducação https://t.co/EbDONyDXqw",1133187187279880197,0,0,0,0,0,0,1
#TsumaniDaEducação #TodosPelaEducação #GreveNacionalDaEducação #NaRuaPelaEducaçao #UFTMnaluta https://t.co/yVcOIFXizW,1128775175032463360,0,0,0,0,0,0,1
"O populismo se caracteriza por implementar uma agenda de benefícios populares em detrimento da responsabilidade fiscal.
O apoio é a medidas impopulares, ou seja, Populismo ‐¹.
#BrasilNasRuas https://t.co/T8W0knCHTH",1133044024426848256,0,0,0,0,0,1,0
@Desesquerdizada Show!!#Marolinha30M,1134234149882126338,1,0,0,0,0,0,0
"@torturra Os europeus vão achar esta declaração ""interessante"".

Depois o Bozo vai dar um chilique, e dizer que os europeus pegam no pé dele por causa do PT...

Desconexão cognitiva total. 

👉👌

💀💀💀💀💀
#MoroChefeDeQuadrilha 
#Tsunami13A",1155240241835466758,0,0,0,1,0,1,0
@lobaoeletrico @DaniloGentili @GloboNews #30MpelaEducacao olha a mentira da globo e mesmo assim ainda nao consegue nos alcançar. #BolsonaroNoGentili https://t.co/8Q69LNKLpm,1134224635824922624,0,0,0,2,0,1,0
"@paulacamara_ Estamos vendo sim os estudantes. 
#Dia30MeuFilhoNaoVai https://t.co/AiANBQMUUP",1134095610339090432,0,0,0,1,0,0,0
"Sem defeitos 

#30MpelaEducacao",1134218805117370369,1,0,0,0,0,0,0
"Os atos pela educação do dia #30M  aconteceram pelo Brasil todo! Vi fotos e vídeos cheios de gente animada da saudosa Caruaru até Foz do Iguaçu. Em SP, fizemos nossa parte e lotamos as ruas. Um grande não aos cortes e a esse desgoverno.
#30MpelaEducacao #BrasilPelaEducacao",1134420968435306496,1,0,0,0,0,0,0
"Recado da professora feminista e do Grêmio feminista do Adauto Bezerra ao sairmos da reunião da CUT: Preparem-se o 30M vem aí. 💪💜
#30M #EducaçãoSim #EleNÃO https://t.co/uMbnVWXzKy https://t.co/bjMvtJPpTu",1131967902616379393,1,0,0,0,0,0,0
"DIA 30 VAI SER MAIOR
DIA 30 VAI SER MAIO
DIA 30 VAI SER MAI
DIA 30 VAI SER MA
DIA 30 VAI SER M
DIA 30 VAI SER
DIA 30 VAI SE
DIA 30 VAI S
DIA 30 VAI
DIA 30 VA
DIA 30 V
DIA 30 F
DIA 30 FO
DIA 30 FOI
DIA 30 FOI U
DIA 30 FOI UM
DIA 30 FOI UM FRACASSO

#Marolinha30M",1134245610159321088,0,0,0,0,0,1,0
#Dia30MeuFilhoNaoVai Povo que trabalha faz manifestação no domingo. https://t.co/wPeMXcQsIk,1133842243540914176,0,0,0,0,0,1,0
"@uneoficial e @ubesoficial na audiência agora com o ministro da Educação, que até o momento não citou em seu discurso os cortes nas verbas das escolas, universidades e institutos federais.
Queremos respostas, senhor ministro!

#tsunamidaeducação #eudefendoaeducação #30M https://t.co/aZwIaectbE",1131199013477396480,0,0,0,1,0,0,0
Tira a tesoura da mão e investe na #educação #Tsunami13A,1155830309264535555,0,0,0,1,0,0,0
#Tsunami30M #Dia30 #tiraamaodaminhafederal https://t.co/xr16norxJ1,1133833055972544514,0,0,0,1,0,0,0
🇧🇷 Multidões de brasileiros voltaram às ruas nesse dia 30 de maio para protestar contra os cortes na educação. Os atos superaram as expectativas e foram muito grandes. O 30M deu uma lavada nos atos pela retirada de direitos que o governo se esforçou pra forjar. #30MpelaEducação,1134247582560149504,1,0,0,0,0,0,0
Pt não vale NADA #Dia30MeuFilhoNaoVai https://t.co/jtE8u9MQD3,1133845833936506881,0,0,0,1,0,0,0
"@servio_bb @escolasempartid #Dia30MeuFilhoNaoVai 

#Dia30EuVouTrabalhar 

#Dia30MeuFilhoNaoVai",1134059033265156102,0,0,0,0,0,0,1
"Claro né , alguém tem que carregar esse país  #Dia30EuVouTrabalhar",1134173772032946176,1,0,0,0,0,2,0
"42 milhões de brasileiros decidiram ""não escolher lado político"" em 2018 e por isso estamos onde estamos, fiquem espertos
#TsunamiDaEducação #NaRuaPelaEducação",1128804136621940736,0,0,0,0,0,1,0
"#GrandeDia #LavaJato #BrasilNasRuas #SegundaDetremuraSDV 
#SuperaSegundaMTVHITS https://t.co/2hrTFfNCs2",1133178561580478470,0,0,0,1,0,0,0
"se tem uma coisa que @jairbolsonaro entende é de  ""idiotas uteis"". #TsunamiDaEducacao #NaRuaPelaEducacao #todospelaeducação",1128731574915207168,0,0,0,0,0,1,0
the power of the people is stronger than the people in power. #NaRuaPelaEducação https://t.co/ASxxki8XbM,1128798520612405248,0,0,0,0,0,0,1
"#30MpelaEducacao é isso aí, nossos direitos de volta e fora bolsomerda e sua família corrupta e imoral q mamam nas tetas a muito tempo! Bando de safados!",1134221516609077251,0,0,0,1,0,0,0
#30MpelaEducacao  #Dia30EuVouSim  #Dia30EuVouMamae  #Tsunami30M https://t.co/hkQmE9RdOd,1133846396371709954,0,0,0,0,0,0,1
"#BrasilNasRuas

AGORA: PRESIDENTE BOLSONARO FAZ PRONUNCIAMENTO ENQUANTO MANIFESTAÇÕES OCORREM PELO BRASIL
https://t.co/bQgFFApQNt via @YouTube",1132842171235786752,0,0,0,1,0,0,0
#BrasilNasRuas,1132828133382590464,0,0,0,0,0,0,1
"@PastorLiomar Um verdadeiro formigueiro humano 😂😂😂
#Dia30EuVouTrabalhar 
#PLN4APROVAJA",1134177518016192512,0,0,0,0,0,1,0
#GrandeDia #BrasilNasRuas #DigaNaoAoDia30 #Bolsonaro https://t.co/uoJGm6LC61,1133089244849803265,0,0,0,0,0,0,1
"E ainda tem quem os defenda, eu defendo o Brasil, e não ligo pr críticas de quem apoia corruptos, então se vc não esta nesse grupo não se doa, e se doer o problema não é meu...
#Dia30MeuFilhoNaoVai https://t.co/h1vj7zUrEn",1133864795252432899,0,0,0,1,0,1,1
Educação não é gasto é  investimento #TsunamiDaEducação https://t.co/FhhqdbJZNG,1128351257536729089,0,0,0,1,0,0,0
#TodosPelaEducação https://t.co/Y1JGWQ3kYO,1128812183754874881,0,0,0,0,0,0,1
@eduardoalbu56 #BrasilNasRuas https://t.co/HGAAnmyJ3n,1132782116570304512,0,0,0,0,0,0,1
"São Paulo, Av Paulista, 15.5.2019

#15M #TodosPelaEducação #TsunamidaEducação #NaRuaPelaEducação https://t.co/ze2FwWMmjT",1128837186672091136,1,0,0,0,0,0,0
"#Dia30MeuFilhoNaoVai ficar de bobeira vendo o Brasil desaparecer no meio desse laranjal. Amanhã, 14h, toda família estará na Praça da Gentilândia (Fort/CE) #todospelaeducacao #Dia30EuVousim https://t.co/IGgvJczyUA",1133844077735272448,0,0,0,1,0,0,0
"JUNTOS SOMOS MAIS FORTES! TODOS PELA EDUCAÇÃO JÁ. 
#NaRuaPelaEducacao #15M #TsunamiDaEducacao #EducacaoNaoeBalburdia #ForaBolsonaro https://t.co/QMuF1dQ2Oc",1128788685854580741,0,0,0,0,0,1,0
"O governo diz que não tem recursos para a educação mas oferece 40 milhões a parlamentares a favor da ""nova previdência"".

Este é o preço da sua aposentadoria. 

Amanhã iremos às ruas defender a educação e denunciar mais a balbúrdia deste governo. 

#30MpelaEducacao 
#30M",1133780381814218758,0,0,0,1,0,0,0
"Presidente e Ministro idiotas, ñ sabem fazer conta, ñ entendem de economia, nem d ciências, nem d literatura, nem d direitos só d destruição e ignorância.
#naruapelaeducação #todospelaeducação #tsunamidaeducação 
#bolsonarovaitomarnocu 
#bolsonaroidiota 
#bolsonaroidiotainutil https://t.co/vritSxLTeL",1128806150277877760,0,0,0,1,0,0,0
#Tsunami13A https://t.co/Xm2dlGIKGM,1156614627163328512,0,0,0,0,0,0,2
"Hoje teve de tudo menos manifestação pela educação. 

- Lula livre
- Ninguém solta do dedo no cu de ninguém
- Mariele até morta enche o saco
- MST e o terrorismo
- Maconha e os cérebro mofados.
- Feminista abortistas barrigas de merda. 

#Dia30EuVouTrabalhar
#Dia30MeuFilhoNaoVai",1134165298117042177,0,0,0,1,0,1,0
O meu também não #Dia30MeuFilhoNaoVai,1133870682738216961,0,0,0,0,0,0,1
"@ricardocicero Êêêêê 

👏👏👏👏👏👏👏👏👏👏

#BrasilNasRuas",1132779367053049856,1,0,0,0,0,0,0
"segundo a foice de sp.. boboulos e débeis esquerdistas...
Era um tsucunami haha #Marolinha30M https://t.co/KAKBkV182m",1134237295719133189,0,0,0,0,0,1,0
#TsunamiDaEducação,1160518127639248896,0,0,0,0,0,0,1
@JosiasAntunes2 #Marolinha30M https://t.co/S0OUA3ERU6,1134239484562825218,0,0,0,0,0,0,1
"@Sanycristina #Dia30MeuFilhoNaoVai
#RecallNao",1133853197204951040,0,0,0,0,0,0,1
"Educação é o futuro da nação! 
#TodosPelaEducação",1128828526369619969,1,0,0,0,0,0,0
